,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
4012,"zoos are big outdoor spaces in which different animal species are kept, so that people can look, learn and admire them.",None,21,"[CLS] zoos are big outdoor spaces in which different animal species are kept, so that people can look, learn and admire them.",26,26,2
4013,it is not possible that they all comprehend all lessons in the same period of time.,Premise,16,[CLS] it is not possible that they all comprehend all lessons in the same period of time.,18,18,0
4014,man has dominated all his fellow beings on earth because of his superior brain.,None,14,[CLS] man has dominated all his fellow beings on earth because of his superior brain.,16,16,2
4015,there is the possibility that improving roads and highways does not seem to reach the major cause of traffic congestion.,Premise,20,[CLS] there is the possibility that improving roads and highways does not seem to reach the major cause of traffic congestion.,22,22,0
4016,"for example, some kinds of shampoo, namely sunsilk, clear, dove are publicized as magic items to recreate injured hair with the number of other benefits.",Premise,25,"[CLS] for example, some kinds of shampoo, namely sunsilk, clear, dove are publicized as magic items to recreate injured hair with the number of other benefits.",35,35,0
4017,"in conclusion, parents are really the best teachers who give us much knowledge and advice.",MajorClaim,15,"[CLS] in conclusion, parents are really the best teachers who give us much knowledge and advice.",18,18,3
4018,another advantage of historic buildings is their capabilities to attract more tourists to the city.,Claim,15,[CLS] another advantage of historic buildings is their capabilities to attract more tourists to the city.,17,17,1
4019,"things ended up that he joined in a great team, while his friend who only knew financing issues can do nothing but worked in a bank.",Premise,26,"[CLS] things ended up that he joined in a great team, while his friend who only knew financing issues can do nothing but worked in a bank.",29,29,0
4020,"the city is occupied with an abundance of modern houses and and high buildings which make it crowded, and no rooms for people to relax themselves.",Premise,26,"[CLS] the city is occupied with an abundance of modern houses and and high buildings which make it crowded, and no rooms for people to relax themselves.",29,29,0
4021,"in conclusion, it seems to me that the guns which are used by police have not been a trigger of higher level of violence.",MajorClaim,24,"[CLS] in conclusion, it seems to me that the guns which are used by police have not been a trigger of higher level of violence.",27,27,3
4022,"on the other hand, economy is always correlate with politics, students can study specialized knowledge along with some politian status, which may open their vision toward the nation and don't get limited in the textbooks.",Premise,35,"[CLS] on the other hand, economy is always correlate with politics, students can study specialized knowledge along with some politian status, which may open their vision toward the nation and don't get limited in the textbooks.",46,46,0
